province;red;green;blue;x;x
3675;171;36;52;;x
3676;3;39;180;;x
3677;45;42;53;;x
3678;87;45;181;;x
3679;129;48;54;;x
3680;171;51;182;;x
3681;3;54;55;;x
3682;45;57;183;;x
3683;87;60;56;;x
3684;129;63;184;;x
3685;171;66;57;;x
3686;3;69;185;;x
3687;45;72;58;;x
3688;87;75;186;;x
3689;129;78;59;;x
3690;171;81;187;;x
3691;3;84;60;;x
3692;45;87;188;;x
3693;87;90;61;;x
3694;129;93;189;;x
3695;171;96;62;;x
3696;3;99;190;;x
3697;45;102;63;;x
3698;87;105;191;;x
3699;129;108;64;;x
3700;171;111;192;;x
3701;3;114;65;;x
3702;45;117;193;;x
3703;87;120;66;;x
3704;129;123;194;;x
3705;171;126;67;;x
3706;3;129;195;;x
3707;45;132;68;;x
3708;87;135;196;;x
3709;129;138;69;;x
3710;171;141;197;;x
3711;3;144;70;;x
3712;45;147;198;;x
3713;87;150;71;;x
3714;129;153;199;;x
3715;171;156;72;;x
3716;3;159;200;;x
3717;45;162;73;;x
3718;87;165;201;;x
3719;129;168;74;;x
3720;171;171;202;;x
3721;3;174;75;;x
3722;45;177;203;;x
3723;87;180;76;;x
3724;129;183;204;;x
3725;171;186;77;;x
3726;3;189;205;;x
3727;45;192;78;;x
3728;87;195;206;;x
3729;129;198;79;;x
3730;171;201;207;;x
3731;3;204;80;;x
3732;45;207;208;;x
3733;87;210;81;;x
3734;129;0;209;;x
3735;171;3;82;;x
3736;3;6;210;;x
3737;45;9;83;;x
3738;87;12;211;;x
3739;129;15;84;;x
3740;171;18;212;;x
3741;3;21;85;;x
3742;45;24;213;;x
3743;87;27;86;;x
3744;129;30;214;;x
3745;171;33;87;;x
3746;3;36;215;;x
3747;45;39;88;;x
3748;87;42;216;;x
3749;129;45;89;;x
3750;171;48;217;;x
3751;3;51;90;;x
3752;45;54;218;;x
3753;87;57;91;;x
3754;129;60;219;;x
3755;171;63;92;;x
3756;3;66;220;;x
3757;45;69;93;;x
3758;87;72;221;;x
3759;129;75;94;;x
3760;171;78;222;;x
3761;3;81;95;;x
3762;45;84;223;;x
3763;87;87;96;;x
3764;129;90;224;;x
3765;171;93;97;;x
3766;3;96;225;;x
3767;45;99;98;;x
3768;87;102;226;;x
3769;129;105;99;;x
3770;171;108;227;;x
3771;3;111;0;;x
3772;45;114;128;;x
3773;87;117;1;;x
3774;129;120;129;;x
3775;171;123;2;;x
3776;3;126;130;;x
3777;45;129;3;;x
3778;87;132;131;;x
3779;129;135;4;;x
3780;171;138;132;;x
3781;3;141;5;;x
3782;45;144;133;;x
3783;87;147;6;;x
3784;129;150;134;;x
3785;171;153;7;;x
3786;3;156;135;;x
3787;45;159;8;;x
3788;87;162;136;;x
3789;129;165;9;;x
3790;171;168;137;;x
3791;3;171;10;;x
3792;45;174;138;;x
3793;87;177;11;;x
3794;129;180;139;;x
3795;171;183;12;;x
3796;3;186;140;;x
3797;45;189;13;;x
3798;87;192;141;;x
3799;129;195;14;;x
3800;171;198;142;;x
3801;3;201;15;;x
3802;45;204;143;;x
3803;87;207;16;;x
3804;129;210;144;;x
3805;171;0;17;;x
3806;3;3;145;;x
3807;45;6;18;;x
3808;87;9;146;;x
3809;129;12;19;;x
3810;171;15;147;;x
3811;3;18;20;;x
3812;45;21;148;;x
3813;87;24;21;;x
3814;129;27;149;;x
3815;171;30;22;;x
3816;3;33;150;;x
3817;45;36;23;;x
3818;87;39;151;;x
3819;129;42;24;;x
3820;171;45;152;;x
3821;3;48;25;;x
3822;45;51;153;;x
3823;87;54;26;;x
3824;129;57;154;;x
3825;171;60;27;;x
3826;3;63;155;;x
3827;45;66;28;;x
3828;87;69;156;;x
3829;129;72;29;;x
3830;171;75;157;;x
3831;3;78;30;;x
3832;45;81;158;;x
3833;87;84;31;;x
3834;129;87;159;;x
3835;171;90;32;;x
3836;3;93;160;;x
3837;45;96;33;;x
3838;87;99;161;;x
3839;129;102;34;;x
3840;171;105;162;;x
3841;3;108;35;;x
3842;45;111;163;;x
3843;87;114;36;;x
3844;129;117;164;;x
3845;171;120;37;;x
3846;3;123;165;;x
3847;45;126;38;;x
3848;87;129;166;;x
3849;129;132;39;;x
3850;171;135;167;;x
3851;3;138;40;;x
3852;45;141;168;;x
3853;87;144;41;;x
3854;129;147;169;;x
3855;171;150;42;;x
3856;3;153;170;;x
3857;45;156;43;;x
3858;87;159;171;;x
3859;129;162;44;;x
3860;171;165;172;;x
3861;3;168;45;;x
3862;45;171;173;;x
3863;87;174;46;;x
3864;129;177;174;;x
3865;171;180;47;;x
3866;3;183;175;;x
3867;45;186;48;;x
3868;87;189;176;;x
3869;129;192;49;;x
3870;171;195;177;;x
3871;3;198;50;;x
3872;45;201;178;;x
3873;87;204;51;;x
3874;129;207;179;;x
3875;171;210;52;;x
3876;3;0;180;;x
3877;45;3;53;;x
3878;87;6;181;;x
3879;129;9;54;;x
3880;171;12;182;;x
3881;3;15;55;;x
3882;45;18;183;;x
3883;87;21;56;;x
3884;129;24;184;;x
3885;171;27;57;;x
3886;3;30;185;;x
3887;45;33;58;;x
3888;87;36;186;;x
3889;129;39;59;;x
3890;171;42;187;;x
3891;3;45;60;;x
3892;45;48;188;;x
3893;87;51;61;;x
3894;129;54;189;;x
3895;171;57;62;;x
3896;3;60;190;;x
3897;45;63;63;;x
3898;87;66;191;;x
3899;129;69;64;;x
3900;171;72;192;;x
3901;3;75;65;;x
3902;45;78;193;;x
3903;87;81;66;;x
3904;129;84;194;;x
3905;171;87;67;;x
3906;3;90;195;;x
3907;45;93;68;;x
3908;87;96;196;;x
3909;129;99;69;;x
3910;171;102;197;;x
3911;3;105;70;;x
3912;45;108;198;;x
3913;87;111;71;;x
3914;129;114;199;;x
3915;171;117;72;;x
3916;3;120;200;;x
3917;45;123;73;;x
3918;87;126;201;;x
3919;129;129;74;;x
3920;171;132;202;;x
3921;3;135;75;;x
3922;45;138;203;;x
3923;87;141;76;;x
3924;129;144;204;;x
3925;171;147;77;;x
3926;3;150;205;;x
3927;45;153;78;;x
3928;87;156;206;;x
3929;129;159;79;;x
3930;171;162;207;;x
3931;3;165;80;;x
3932;45;168;208;;x
3933;87;171;81;;x
3934;129;174;209;;x
3935;171;177;82;;x
3936;3;180;210;;x
3937;45;183;83;;x
3938;87;186;211;;x
3939;129;189;84;;x
3940;171;192;212;;x
3941;3;195;85;;x
3942;45;198;213;;x
3943;87;201;86;;x
3944;129;204;214;;x
3945;171;207;87;;x
3946;3;210;215;;x
3947;45;0;88;;x
3948;87;3;216;;x
3949;129;6;89;;x
3950;171;9;217;;x
3951;3;12;90;;x
3952;45;15;218;;x
3953;87;18;91;;x
3954;129;21;219;;x
3955;171;24;92;;x
3956;3;27;220;;x
3957;45;30;93;;x
3958;87;33;221;;x
3959;129;36;94;;x
3960;171;39;222;;x
3961;3;42;95;;x
3962;45;45;223;;x
3963;87;48;96;;x
3964;129;51;224;;x
3965;171;54;97;;x
3966;3;57;225;;x
3967;45;60;98;;x
3968;87;63;226;;x
3969;129;66;99;;x
3970;171;69;227;;x
3971;4;72;0;;x
3972;46;75;128;;x
3973;88;78;1;;x
3974;130;81;129;;x
3975;172;84;2;;x
3976;4;87;130;;x
3977;46;90;3;;x
3978;88;93;131;;x
3979;130;96;4;;x
3980;172;99;132;;x
3981;4;102;5;;x
3982;46;105;133;;x
3983;88;108;6;;x
3984;130;111;134;;x
3985;172;114;7;;x
3986;4;117;135;;x
3987;46;120;8;;x
3988;88;123;136;;x
3989;130;126;9;;x
3990;172;129;137;;x
3991;4;132;10;;x
3992;46;135;138;;x
3993;88;138;11;;x
3994;130;141;139;;x
3995;172;144;12;;x
3996;4;147;140;;x
3997;46;150;13;;x
3998;88;153;141;;x
3999;130;156;14;;x
4000;172;159;142;;x
4001;4;162;15;;x
4002;46;165;143;;x
4003;88;168;16;;x
4004;130;171;144;;x
4005;172;174;17;;x
4006;4;177;145;;x
4007;46;180;18;;x
4008;88;183;146;;x
4009;130;186;19;;x
4010;172;189;147;;x
4011;4;192;20;;x
4012;46;195;148;;x
4013;88;198;21;;x
4014;130;201;149;;x
4015;172;204;22;;x
4016;4;207;150;;x
4017;46;210;23;;x
4018;88;0;151;;x
4019;130;3;24;;x
4020;172;6;152;;x
4021;4;9;25;;x
4022;46;12;153;;x
4023;88;15;26;;x
4024;130;18;154;;x
4025;172;21;27;;x
4026;4;24;155;;x
4027;46;27;28;;x
4028;88;30;156;;x
4029;130;33;29;;x
4030;172;36;157;;x
4031;4;39;30;;x
4032;46;42;158;;x
4033;88;45;31;;x
4034;130;48;159;;x
4035;172;51;32;;x
4036;4;54;160;;x
4037;46;57;33;;x
4038;88;60;161;;x
4039;130;63;34;;x
4040;172;66;162;;x
4041;4;69;35;;x
4042;46;72;163;;x
4043;88;75;36;;x
4044;130;78;164;;x
4045;172;81;37;;x
4046;4;84;165;;x
4047;46;87;38;;x
4048;88;90;166;;x
4049;130;93;39;;x
4050;172;96;167;;x
4051;4;99;40;;x
4052;46;102;168;;x
4053;88;105;41;;x
4054;130;108;169;;x
4055;172;111;42;;x
4056;4;114;170;;x
4057;46;117;43;;x
4058;88;120;171;;x
4059;130;123;44;;x
4060;172;126;172;;x
4061;4;129;45;;x
4062;46;132;173;;x
4063;88;135;46;;x
4064;130;138;174;;x
4065;172;141;47;;x
4066;4;144;175;;x
4067;46;147;48;;x
4068;88;150;176;;x
4069;130;153;49;;x
4070;172;156;177;;x
4071;4;159;50;;x
4072;46;162;178;;x
4073;88;165;51;;x
4074;130;168;179;;x
4075;172;171;52;;x
4076;4;174;180;;x
4077;46;177;53;;x
4078;88;180;181;;x
4079;130;183;54;;x
4080;172;186;182;;x
4081;4;189;55;;x
4082;46;192;183;;x
4083;88;195;56;;x
4084;130;198;184;;x
4085;172;201;57;;x
4086;4;204;185;;x
4087;46;207;58;;x
4088;88;210;186;;x
4089;130;0;59;;x
4090;172;3;187;;x
4091;4;6;60;;x
4092;46;9;188;;x
4093;88;12;61;;x
4094;130;15;189;;x
4095;172;18;62;;x
4096;4;21;190;;x
4097;46;24;63;;x
4098;88;27;191;;x
4099;130;30;64;;x
4100;172;33;192;;x
4101;4;36;65;;x
4102;46;39;193;;x
4103;88;42;66;;x
4104;130;45;194;;x
4105;172;48;67;;x
4106;4;51;195;;x
4107;46;54;68;;x
4108;88;57;196;;x
4109;130;60;69;;x
4110;172;63;197;;x
4111;4;66;70;;x
4112;46;69;198;;x
4113;88;72;71;;x
4114;130;75;199;;x
4115;172;78;72;;x
4116;4;81;200;;x
4117;46;84;73;;x
4118;88;87;201;;x
4119;130;90;74;;x
4120;172;93;202;;x
4121;4;96;75;;x
4122;46;99;203;;x
4123;88;102;76;;x
4124;130;105;204;;x
4125;172;108;77;;x
4126;4;111;205;;x
4127;46;114;78;;x
4128;88;117;206;;x
4129;130;120;79;;x
4130;172;123;207;;x
4131;4;126;80;;x
4132;46;129;208;;x
4133;88;132;81;;x
4134;130;135;209;;x
4135;172;138;82;;x
4136;4;141;210;;x
4137;46;144;83;;x
4138;88;147;211;;x
4139;130;150;84;;x
4140;172;153;212;;x
4141;4;156;85;;x
4142;46;159;213;;x
4143;88;162;86;;x
4144;130;165;214;;x
4145;172;168;87;;x
4146;4;171;215;;x
4147;46;174;88;;x
4148;88;177;216;;x
4149;130;180;89;;x
4150;172;183;217;;x
4151;4;186;90;;x
4152;46;189;218;;x
4153;88;192;91;;x
4154;130;195;219;;x
4155;172;198;92;;x
4156;4;201;220;;x
4157;46;204;93;;x
4158;88;207;221;;x
4159;130;210;94;;x
4160;172;0;222;;x
4161;4;3;95;;x
4162;46;6;223;;x
4163;88;9;96;;x
4164;130;12;224;;x
4165;172;15;97;;x
4166;4;18;225;;x
4167;46;21;98;;x
4168;88;24;226;;x
4169;130;27;99;;x
4170;172;30;227;;x
4171;4;33;0;;x
4172;46;36;128;;x
4173;88;39;1;;x
4174;130;42;129;;x
4175;172;45;2;;x
4176;4;48;130;;x
4177;46;51;3;;x
4178;88;54;131;;x
4179;130;57;4;;x
4180;172;60;132;;x
4181;4;63;5;;x
4182;46;66;133;;x
4183;88;69;6;;x
4184;130;72;134;;x
4185;172;75;7;;x
4186;4;78;135;;x
4187;46;81;8;;x
4188;88;84;136;;x
4189;130;87;9;;x
4190;172;90;137;;x
4191;4;93;10;;x
4192;46;96;138;;x
4193;88;99;11;;x
4194;130;102;139;;x
4195;172;105;12;;x
4196;4;108;140;;x
4197;46;111;13;;x
4198;88;114;141;;x
4199;130;117;14;;x
4200;172;120;142;;x
4201;4;123;15;;x
4202;46;126;143;;x
4203;88;129;16;;x
4204;130;132;144;;x
4205;172;135;17;;x
4206;4;138;145;;x
4207;46;141;18;;x
4208;88;144;146;;x
4209;130;147;19;;x
4210;172;150;147;;x
4211;4;153;20;;x
4212;46;156;148;;x
4213;88;159;21;;x
4214;130;162;149;;x
4215;172;165;22;;x
4216;4;168;150;;x
4217;46;171;23;;x
4218;88;174;151;;x
4219;130;177;24;;x
4220;172;180;152;;x
4221;4;183;25;;x
4222;46;186;153;;x
4223;88;189;26;;x
4224;130;192;154;;x
4225;172;195;27;;x
4226;4;198;155;;x
4227;46;201;28;;x
4228;88;204;156;;x
4229;130;207;29;;x
4230;172;210;157;;x
4231;4;0;30;;x
4232;46;3;158;;x
4233;88;6;31;;x
4234;130;9;159;;x
4235;172;12;32;;x
4236;4;15;160;;x
4237;46;18;33;;x
4238;88;21;161;;x
4239;130;24;34;;x
4240;172;27;162;;x
4241;4;30;35;;x
4242;46;33;163;;x
4243;88;36;36;;x
4244;130;39;164;;x
4245;172;42;37;;x
4246;4;45;165;;x
4247;46;48;38;;x
4248;88;51;166;;x
4249;130;54;39;;x
4250;172;57;167;;x
4251;4;60;40;;x
4252;46;63;168;;x
4253;88;66;41;;x
4254;130;69;169;;x
4255;172;72;42;;x
4256;4;75;170;;x
4257;46;78;43;;x
4258;88;81;171;;x
4259;130;84;44;;x
4260;172;87;172;;x
4261;4;90;45;;x
4262;46;93;173;;x
4263;88;96;46;;x
4264;130;99;174;;x
4265;172;102;47;;x
4266;4;105;175;;x
4267;46;108;48;;x
4268;88;111;176;;x
4269;130;114;49;;x
4270;172;117;177;;x
4271;4;120;50;;x
4272;46;123;178;;x
4273;88;126;51;;x
4274;130;129;179;;x
4275;172;132;52;;x
4276;4;135;180;;x
4277;46;138;53;;x
4278;88;141;181;;x
4279;130;144;54;;x
4280;172;147;182;;x
4281;4;150;55;;x
4282;46;153;183;;x
4283;88;156;56;;x
4284;130;159;184;;x
4285;172;162;57;;x
4286;4;165;185;;x
4287;46;168;58;;x
4288;88;171;186;;x
4289;130;174;59;;x
4290;172;177;187;;x
4291;4;180;60;;x
4292;46;183;188;;x
4293;88;186;61;;x
4294;130;189;189;;x
4295;172;192;62;;x
4296;4;195;190;;x
4297;46;198;63;;x
4298;88;201;191;;x
4299;130;204;64;;x
4300;172;207;192;;x
4301;4;210;65;;x
4302;46;0;193;;x
4303;88;3;66;;x
4304;130;6;194;;x
4305;172;9;67;;x
4306;4;12;195;;x
4307;46;15;68;;x
4308;88;18;196;;x
4309;130;21;69;;x
4310;172;24;197;;x
4311;4;27;70;;x
4312;46;30;198;;x
4313;88;33;71;;x
4314;130;36;199;;x
4315;172;39;72;;x
4316;4;42;200;;x
4317;46;45;73;;x
4318;88;48;201;;x
4319;130;51;74;;x
4320;172;54;202;;x
4321;4;57;75;;x
4322;46;60;203;;x
4323;88;63;76;;x
4324;130;66;204;;x
4325;172;69;77;;x
4326;4;72;205;;x
4327;46;75;78;;x
4328;88;78;206;;x
4329;130;81;79;;x
4330;172;84;207;;x
4331;4;87;80;;x
4332;46;90;208;;x
4333;88;93;81;;x
4334;130;96;209;;x
4335;172;99;82;;x
4336;4;102;210;;x
4337;46;105;83;;x
4338;88;108;211;;x
4339;130;111;84;;x
4340;172;114;212;;x
4341;4;117;85;;x
4342;46;120;213;;x
4343;88;123;86;;x
4344;130;126;214;;x
4345;172;129;87;;x
4346;4;132;215;;x
4347;46;135;88;;x
4348;88;138;216;;x
4349;130;141;89;;x
4350;172;144;217;;x
4351;4;147;90;;x
4352;46;150;218;;x
4353;88;153;91;;x
4354;130;156;219;;x
4355;172;159;92;;x
4356;4;162;220;;x
4357;46;165;93;;x
4358;88;168;221;;x
4359;130;171;94;;x
4360;172;174;222;;x
4361;4;177;95;;x
4362;46;180;223;;x
4363;88;183;96;;x
4364;130;186;224;;x
4365;172;189;97;;x
4366;4;192;225;;x
4367;46;195;98;;x
4368;88;198;226;;x
4369;130;201;99;;x
4370;172;204;227;;x
4371;4;207;0;;x
4372;46;210;128;;x
4373;88;0;1;;x
4374;130;3;129;;x
4375;172;6;2;;x
4376;4;9;130;;x
4377;46;12;3;;x
4378;88;15;131;;x
4379;130;18;4;;x
4380;172;21;132;;x
4381;4;24;5;;x
4382;46;27;133;;x
4383;88;30;6;;x
4384;130;33;134;;x
4385;172;36;7;;x
4386;4;39;135;;x
4387;46;42;8;;x
4388;88;45;136;;x
4389;130;48;9;;x
4390;172;51;137;;x
4391;4;54;10;;x
4392;46;57;138;;x
4393;88;60;11;;x
4394;130;63;139;;x
4395;172;66;12;;x
4396;4;69;140;;x
4397;46;72;13;;x
4398;88;75;141;;x
4399;130;78;14;;x
4400;172;81;142;;x
4401;4;84;15;;x
4402;46;87;143;;x
4403;88;90;16;;x
4404;130;93;144;;x
4405;172;96;17;;x
4406;4;99;145;;x
4407;46;102;18;;x
4408;88;105;146;;x
4409;130;108;19;;x
4410;172;111;147;;x
4411;4;114;20;;x
4412;46;117;148;;x
4413;88;120;21;;x
4414;130;123;149;;x
4415;172;126;22;;x
4416;4;129;150;;x
4417;46;132;23;;x
4418;88;135;151;;x
4419;130;138;24;;x
4420;172;141;152;;x
4421;4;144;25;;x
4422;46;147;153;;x
4423;88;150;26;;x
4424;130;153;154;;x
4425;172;156;27;;x
4426;4;159;155;;x
4427;46;162;28;;x
4428;88;165;156;;x
4429;130;168;29;;x
4430;172;171;157;;x
4431;4;174;30;;x
4432;46;177;158;;x
4433;88;180;31;;x
4434;130;183;159;;x
4435;172;186;32;;x
4436;4;189;160;;x
4437;46;192;33;;x
4438;88;195;161;;x
4439;130;198;34;;x
4440;172;201;162;;x
4441;4;204;35;;x
4442;46;207;163;;x
4443;88;210;36;;x
4444;130;0;164;;x
4445;172;3;37;;x
4446;4;6;165;;x
4447;46;9;38;;x
4448;88;12;166;;x
4449;130;15;39;;x
4450;172;18;167;;x
4451;4;21;40;;x
4452;46;24;168;;x
4453;88;27;41;;x
4454;130;30;169;;x
4455;172;33;42;;x
4456;4;36;170;;x
4457;46;39;43;;x
4458;88;42;171;;x
4459;130;45;44;;x
4460;172;48;172;;x
4461;4;51;45;;x
4462;46;54;173;;x
4463;88;57;46;;x
4464;130;60;174;;x
4465;172;63;47;;x
4466;4;66;175;;x
4467;46;69;48;;x
4468;88;72;176;;x
4469;130;75;49;;x
4470;172;78;177;;x
4471;4;81;50;;x
4472;46;84;178;;x
4473;88;87;51;;x
4474;130;90;179;;x
4475;172;93;52;;x
4476;4;96;180;;x
4477;46;99;53;;x
4478;88;102;181;;x
4479;130;105;54;;x
4480;172;108;182;;x
4481;4;111;55;;x
4482;46;114;183;;x
4483;88;117;56;;x
4484;130;120;184;;x
4485;172;123;57;;x
4486;4;126;185;;x
4487;46;129;58;;x
4488;88;132;186;;x
4489;130;135;59;;x
4490;172;138;187;;x
4491;4;141;60;;x
4492;46;144;188;;x
4493;88;147;61;;x
4494;130;150;189;;x
4495;172;153;62;;x
4496;4;156;190;;x
4497;46;159;63;;x
4498;88;162;191;;x
4499;130;165;64;;x
4500;172;168;192;;x
4501;4;171;65;;x
4502;46;174;193;;x
4503;88;177;66;;x
4504;130;180;194;;x
4505;172;183;67;;x
4506;4;186;195;;x
4507;46;189;68;;x
4508;88;192;196;;x
4509;130;195;69;;x
4510;172;198;197;;x
4511;4;201;70;;x
4512;46;204;198;;x
4513;88;207;71;;x
4514;130;210;199;;x
4515;172;0;72;;x
4516;4;3;200;;x
4517;46;6;73;;x
4518;88;9;201;;x
4519;130;12;74;;x
4520;172;15;202;;x
4521;4;18;75;;x
4522;46;21;203;;x
4523;88;24;76;;x
4524;130;27;204;;x
4525;172;30;77;;x
4526;4;33;205;;x
4527;46;36;78;;x
4528;88;39;206;;x
4529;130;42;79;;x
4530;172;45;207;;x
4531;4;48;80;;x
4532;46;51;208;;x
4533;88;54;81;;x
4534;130;57;209;;x
4535;172;60;82;;x
4536;4;63;210;;x
4537;46;66;83;;x
4538;88;69;211;;x
4539;130;72;84;;x
4540;172;75;212;;x
4541;4;78;85;;x
4542;46;81;213;;x
4543;88;84;86;;x
4544;130;87;214;;x
4545;172;90;87;;x
4546;4;93;215;;x
4547;46;96;88;;x
4548;88;99;216;;x
4549;130;102;89;;x
4550;172;105;217;;x
4551;4;108;90;;x
4552;46;111;218;;x
4553;88;114;91;;x
4554;130;117;219;;x
4555;172;120;92;;x
4556;4;123;220;;x
4557;46;126;93;;x
4558;88;129;221;;x
4559;130;132;94;;x
4560;172;135;222;;x
4561;4;138;95;;x
4562;46;141;223;;x
4563;88;144;96;;x
4564;130;147;224;;x
4565;172;150;97;;x
4566;4;153;225;;x
4567;46;156;98;;x
4568;88;159;226;;x
4569;130;162;99;;x
4570;172;165;227;;x
4571;4;168;0;;x
4572;46;171;128;;x
4573;88;174;1;;x
4574;130;177;129;;x
4575;172;180;2;;x
4576;4;183;130;;x
4577;46;186;3;;x
4578;88;189;131;;x
4579;130;192;4;;x
4580;172;195;132;;x
4581;4;198;5;;x
4582;46;201;133;;x
4583;88;204;6;;x
4584;130;207;134;;x
4585;172;210;7;;x
4586;4;0;135;;x
4587;46;3;8;;x
4588;88;6;136;;x
4589;130;9;9;;x
4590;172;12;137;;x
4591;4;15;10;;x
4592;46;18;138;;x
4593;88;21;11;;x
4594;130;24;139;;x
4595;172;27;12;;x
4596;4;30;140;;x
4597;46;33;13;;x
4598;88;36;141;;x
4599;130;39;14;;x
4600;172;42;142;;x
4601;4;45;15;;x
4602;46;48;143;;x
4603;88;51;16;;x
4604;130;54;144;;x
4605;172;57;17;;x
4606;4;60;145;;x
4607;46;63;18;;x
4608;88;66;146;;x
4609;130;69;19;;x
4610;172;72;147;;x
4611;4;75;20;;x
4612;46;78;148;;x
4613;88;81;21;;x
4614;130;84;149;;x
4615;172;87;22;;x
4616;4;90;150;;x
4617;46;93;23;;x
4618;88;96;151;;x
4619;130;99;24;;x
4620;172;102;152;;x
4621;4;105;25;;x
4622;46;108;153;;x
4623;88;111;26;;x
4624;130;114;154;;x
4625;172;117;27;;x
4626;4;120;155;;x
4627;46;123;28;;x
4628;88;126;156;;x
4629;130;129;29;;x
4630;172;132;157;;x
4631;4;135;30;;x
4632;46;138;158;;x
4633;88;141;31;;x
4634;130;144;159;;x
4635;172;147;32;;x
4636;4;150;160;;x
4637;46;153;33;;x
4638;88;156;161;;x
4639;130;159;34;;x
4640;172;162;162;;x
4641;4;165;35;;x
4642;46;168;163;;x
4643;88;171;36;;x
4644;130;174;164;;x
4645;172;177;37;;x
4646;4;180;165;;x
4647;46;183;38;;x
4648;88;186;166;;x
4649;130;189;39;;x
4650;172;192;167;;x
4651;4;195;40;;x
4652;46;198;168;;x
4653;88;201;41;;x
4654;130;204;169;;x
4655;172;207;42;;x
4656;4;210;170;;x
4657;46;0;43;;x
4658;88;3;171;;x
4659;130;6;44;;x
4660;172;9;172;;x
4661;4;12;45;;x
4662;46;15;173;;x
4663;88;18;46;;x
4664;130;21;174;;x
4665;172;24;47;;x
4666;4;27;175;;x
4667;46;30;48;;x
4668;88;33;176;;x
4669;130;36;49;;x
4670;172;39;177;;x
4671;4;42;50;;x
4672;46;45;178;;x
4673;88;48;51;;x
4674;130;51;179;;x
4675;172;54;52;;x
4676;4;57;180;;x
4677;46;60;53;;x
4678;88;63;181;;x
4679;130;66;54;;x
4680;172;69;182;;x
4681;4;72;55;;x
4682;46;75;183;;x
4683;88;78;56;;x
4684;130;81;184;;x
4685;172;84;57;;x
4686;4;87;185;;x
4687;46;90;58;;x
4688;88;93;186;;x
4689;130;96;59;;x
4690;172;99;187;;x
4691;4;102;60;;x
4692;46;105;188;;x
4693;88;108;61;;x
4694;130;111;189;;x
4695;172;114;62;;x
4696;4;117;190;;x
4697;46;120;63;;x
4698;88;123;191;;x
4699;130;126;64;;x
4700;172;129;192;;x
4701;4;132;65;;x
4702;46;135;193;;x
4703;88;138;66;;x
4704;130;141;194;;x
4705;172;144;67;;x
4706;4;147;195;;x
4707;46;150;68;;x
4708;88;153;196;;x
4709;130;156;69;;x
4710;172;159;197;;x
4711;4;162;70;;x
4712;46;165;198;;x
4713;88;168;71;;x
4714;130;171;199;;x
4715;172;174;72;;x
4716;4;177;200;;x
4717;46;180;73;;x
4718;88;183;201;;x
4719;130;186;74;;x
4720;172;189;202;;x
4721;4;192;75;;x
4722;46;195;203;;x
4723;88;198;76;;x
4724;130;201;204;;x
4725;172;204;77;;x
4726;4;207;205;;x
4727;46;210;78;;x
4728;88;0;206;;x
4729;130;3;79;;x
4730;172;6;207;;x
4731;4;9;80;;x
4732;46;12;208;;x
4733;88;15;81;;x
4734;130;18;209;;x
4735;172;21;82;;x
4736;4;24;210;;x
4737;46;27;83;;x
4738;88;30;211;;x
4739;130;33;84;;x
4740;172;36;212;;x
4741;4;39;85;;x
4742;46;42;213;;x
4743;88;45;86;;x
4744;130;48;214;;x
4745;172;51;87;;x
4746;4;54;215;;x
4747;46;57;88;;x
4748;88;60;216;;x
4749;130;63;89;;x
4750;172;66;217;;x
4751;4;69;90;;x
4752;46;72;218;;x
4753;88;75;91;;x
4754;130;78;219;;x
4755;172;81;92;;x
4756;4;84;220;;x
4757;46;87;93;;x
4758;88;90;221;;x
4759;130;93;94;;x
4760;172;96;222;;x
4761;4;99;95;;x
4762;46;102;223;;x
4763;88;105;96;;x
4764;130;108;224;;x
4765;172;111;97;;x
4766;4;114;225;;x
4767;46;117;98;;x
4768;88;120;226;;x
4769;130;123;99;;x
4770;172;126;227;;x
4771;4;129;0;;x
4772;46;132;128;;x
4773;88;135;1;;x
4774;130;138;129;;x
4775;172;141;2;;x
4776;4;144;130;;x
4777;46;147;3;;x
4778;88;150;131;;x
4779;130;153;4;;x
4780;172;156;132;;x
4781;4;159;5;;x
4782;46;162;133;;x
4783;88;165;6;;x
4784;130;168;134;;x
4785;172;171;7;;x
4786;4;174;135;;x
4787;46;177;8;;x
4788;88;180;136;;x
4789;130;183;9;;x
4790;172;186;137;;x
4791;4;189;10;;x
4792;46;192;138;;x
4793;88;195;11;;x
4794;130;198;139;;x
4795;172;201;12;;x
4796;4;204;140;;x
4797;46;207;13;;x
4798;88;210;141;;x
4799;130;0;14;;x
4800;172;3;142;;x
4801;4;6;15;;x
4802;46;9;143;;x
4803;88;12;16;;x
4804;130;15;144;;x
4805;172;18;17;;x
4806;4;21;145;;x
4807;46;24;18;;x
4808;88;27;146;;x
4809;130;30;19;;x
4810;172;33;147;;x
4811;4;36;20;;x
4812;46;39;148;;x
4813;88;42;21;;x
4814;130;45;149;;x
4815;172;48;22;;x
4816;4;51;150;;x
4817;46;54;23;;x
4818;88;57;151;;x
4819;130;60;24;;x
4820;172;63;152;;x
4821;4;66;25;;x
4822;46;69;153;;x
4823;88;72;26;;x
4824;130;75;154;;x
4825;172;78;27;;x
4826;4;81;155;;x
4827;46;84;28;;x
4828;88;87;156;;x
4829;130;90;29;;x
4830;172;93;157;;x
4831;4;96;30;;x
4832;46;99;158;;x
4833;88;102;31;;x
4834;130;105;159;;x
4835;172;108;32;;x
4836;4;111;160;;x
4837;46;114;33;;x
4838;88;117;161;;x
4839;130;120;34;;x
